OK,11,fmt/754,"Microsoft Word Document (ord proord Protected)","External",2048,"systems-showcase-files/OUTLINE.DOC","None","extension"
OK,10,x-fmt/128,"Microsoft Excel Workspace","External",334,"systems-showcase-files/CHUSIN.XLW","None","extension"
OK,10,fmt/58,"Microsoft Excel 4.0 Workbook (xls)","External",334,"systems-showcase-files/CHUSIN.XLW","None","extension"
OK,10,fmt/61,"Microsoft Excel 97 Workbook (xls)","External",334,"systems-showcase-files/CHUSIN.XLW","None","extension"
OK,10,fmt/62,"Microsoft Excel 2000-2003 Workbook (xls)","External",334,"systems-showcase-files/CHUSIN.XLW","None","extension"
OK,10,fmt/56,"Microsoft Excel 3.0 Worksheet (xls)","BIFF 3 Worksheet",10016,"systems-showcase-files/GRADES.XLS","None","signature"
OK,21,x-fmt/9,"dBASE Database","dBase Table Version III",1004137,"systems-showcase-files/ne_110m_populated_places.dbf","None","signature"
OK,16,x-fmt/367,"Truevision TGA Bitmap","Truevision TGA Bitmap 1 (BOF 1)",307986,"systems-showcase-files/MTRCYCLE.TGA","None","signature"
OK,14,fmt/353,"Tagged Image File Format","TIFF generic (little-endian)",46371,"systems-showcase-files/FLAG_T24.TIF","None","signature"
OK,14,fmt/406,"Portable Grey Map - Binary","Portable Grey Map - Binary without comment",786448,"systems-showcase-files/Portable Bitmap, greyscale 8b - PSCS4.pbm","None","signature"
OK,32,fmt/111,"OLE2 Compound Document Format","OLE2 Compound Document Format",331264,"systems-showcase-files/68_embedded.doc","None","signature"
OK,19,fmt/837,"Quattro Pro Spreadsheet","Quattro Pro Spreadsheet",5632,"systems-showcase-files/insertcolrowsheet.qpw","None","container"
OK,7,x-fmt/119,"Windows Metafile Image","Windows Metafile Image with Placeable File Header",1718,"systems-showcase-files/AMHAPPY.WMF","None","signature"
KO,13,,,,473416,"systems-showcase-files/LABLABEL.XV",,"fail"
OK,14,fmt/383,"VICAR (Video Image Communication and Retrieval) Planetary File Format","VICAR Planetary File Format",992200,"systems-showcase-files/VOLCTAIL.IMG","None","signature"
OK,7,fmt/277,"ESRI Arc/View Shapefile Index","ESRI Arc/View ShapeFile Index",116,"systems-showcase-files/ne_110m_ocean.shx","None","signature"
OK,9,x-fmt/330,"JustWrite Text Document","External",5986,"systems-showcase-files/COLS3.JW","None","extension"
OK,8,fmt/96,"Hypertext Markup Language","HTML pre-2.0 1",1490,"systems-showcase-files/zoomifypscs4.html","None","signature"
OK,12,fmt/116,"Windows Bitmap","Windows Bitmap 3.0",118134,"systems-showcase-files/XING_B24.BMP","None","signature"
OK,11,x-fmt/235,"ESRI Arc/View ShapeFile","ESRI Arc/View ShapeFile",55928,"systems-showcase-files/NE5785~1.SHP","None","signature"
OK,22,fmt/111,"OLE2 Compound Document Format","OLE2 Compound Document Format",78848,"systems-showcase-files/lotsofsides.SHW","None","signature"
OK,7,fmt/320,"ESRI Shapefile Projection (Well-Known Text) Format","ESRI Shapefile Projection (Well-Known Text) Format",143,"systems-showcase-files/ne_10m_geography_regions_elevation_points.prj","None","signature"
OK,7,fmt/11,"Portable Network Graphics","PNG 1.0",11280,"systems-showcase-files/GAMMA.PNG","None","signature"
OK,7,fmt/11,"Portable Network Graphics","PNG 1.0",1180,"systems-showcase-files/F01N2C08.PNG","None","signature"
OK,7,x-fmt/331,"Lotus 1-2-3 Spreadsheet Formatting File","External",587,"systems-showcase-files/SCHEDULE.FMT","None","extension"
OK,13,x-fmt/367,"Truevision TGA Bitmap","Truevision TGA Bitmap 1 (BOF 2)",771291,"systems-showcase-files/PYRAMID.TGA","None","signature"
